41	116	18	98	0	1	1	8	11	0	7	7	0	0	0	1
42	704	599	105	1	0	0	23	0	1	1	1	0	0	0	1
43	962	14	948	4	0	3	6	0	2	4	4	0	0	0	1
44	91	11	80	8	2	1	0	0	1	0	0	0	0	0	0
45	228	193	35	0	0	0	11	0	0	2	1	0	0	1	1
46	243	166	77	0	0	0	8	0	0	3	0	1	1	1	1
47	259	103	156	0	0	2	9	0	9	11	11	0	0	0	1
48	228	18	210	2	0	1	3	0	1	0	0	0	0	0	0
49	353	142	211	1	1	7	25	0	16	4	4	0	0	0	1
50	91	0	91	0	0	0	1	0	1	0	0	0	0	0	0
51	229	193	36	1	0	0	12	0	0	1	0	1	0	0	1
52	160	0	160	1	1	0	1	0	1	14	11	2	1	0	1
53	232	201	31	7	0	20	2	0	0	2	2	0	0	0	1
54	268	0	268	1	0	0	3	0	0	20	12	7	0	1	1
55	10	0	10	1	0	2	0	0	0	1	1	0	0	0	1
56	119	0	119	2	2	2	0	3	3	6	6	0	0	0	1
57	306	180	126	0	0	7	18	0	2	0	0	0	0	0	0
58	842	567	275	7	2	0	33	1	1	1	1	0	0	0	1
59	67	3	64	0	0	1	6	0	1	3	1	1	0	1	0
60	228	178	50	4	1	5	17	0	1	3	3	0	0	0	1
61	227	23	204	4	1	5	10	0	8	6	1	3	2	0	1
62	311	133	178	1	0	1	10	0	3	17	15	2	0	0	1
63	54	23	31	3	3	2	9	1	0	1	0	1	0	0	1
64	252	4	248	2	1	2	4	0	1	10	10	0	0	0	1
65	489	337	152	11	2	3	20	1	3	27	27	0	0	0	1
66	364	49	315	2	3	25	4	0	6	10	6	3	1	0	1
67	162	37	125	6	0	6	2	0	0	8	5	3	0	0	1
68	290	251	39	1	0	0	26	0	0	3	2	1	0	0	1
69	508	398	110	0	0	2	23	0	0	10	10	0	0	0	1
70	1026	344	682	37	27	24	29	25	0	78	78	0	0	0	1
71	200	96	104	33	1	3	18	0	1	5	5	0	0	0	1
72	329	69	260	2	0	43	1	0	0	5	3	2	0	0	1
73	290	89	201	1	0	11	12	0	1	9	9	0	0	0	1
74	160	22	138	0	0	0	17	0	0	5	3	0	0	2	0
75	935	14	921	10	3	5	4	3	10	36	36	0	0	0	1
76	577	320	257	1	1	9	33	0	1	76	75	1	0	0	1
77	59	42	17	26	0	94	14	0	4	0	0	0	0	0	0
78	478	331	147	18	0	15	10	0	1	4	4	0	0	0	1
79	505	310	195	8	0	4	16	0	3	26	26	0	0	0	1
80	140	1	139	5	0	1	2	0	0	9	4	4	0	1	1
81	49	1	48	1	0	1	3	0	0	1	0	1	0	0	1
82	216	85	131	5	0	32	9	0	5	22	21	1	0	0	1
83	199	117	82	10	17	22	11	4	0	3	3	0	0	0	1
84	247	171	76	0	0	4	10	0	0	10	7	2	1	0	1
85	98	83	15	5	1	1	6	1	0	1	1	0	0	0	1
86	896	494	402	135	6	43	69	0	3	4	4	0	0	0	1
87	221	3	218	32	3	7	4	0	2	2	1	1	0	0	1
88	101	85	16	3	3	0	6	0	0	1	1	0	0	0	1
89	105	28	77	0	0	16	1	0	1	0	0	0	0	0	0
90	364	120	244	2	27	35	17	0	2	12	12	0	0	0	1
91	188	129	59	29	0	0	13	0	1	2	1	1	0	0	1
92	205	188	17	2	0	0	29	0	0	1	0	0	0	1	0
93	220	50	170	35	6	22	8	11	2	2	2	0	0	0	1
94	308	5	303	11	0	0	5	0	0	8	7	1	0	0	1
95	674	76	598	1	2	3	9	2	4	17	14	2	0	1	1
96	205	131	74	2	2	1	8	2	1	1	1	0	0	0	1
97	64	19	45	23	0	2	3	0	3	0	0	0	0	0	0
98	261	11	250	17	0	0	3	0	1	9	7	1	0	1	1
99	8	1	7	0	1	0	5	0	0	1	0	0	0	1	0
100	200	73	127	0	1	1	8	0	3	5	5	0	0	0	1
101	258	143	115	11	6	0	7	9	1	13	13	0	0	0	1
102	196	118	78	2	3	1	16	0	0	11	4	7	0	0	1
103	32	4	28	19	0	2	1	0	0	2	0	0	1	1	0
104	573	550	23	0	0	0	12	0	0	2	1	1	0	0	1
105	153	41	112	4	0	7	5	0	1	2	0	1	1	0	1
106	138	79	59	54	7	36	38	1	0	4	0	3	1	0	1
107	127	0	127	0	0	1	0	0	2	2	1	1	0	0	1
108	234	107	127	2	0	90	6	0	1	18	17	0	1	0	1
109	1120	166	954	1	3	19	20	0	4	74	74	0	0	0	1
110	164	137	27	0	0	0	19	0	0	5	5	0	0	0	1
111	362	0	362	4	0	6	8	0	1	7	5	2	0	0	1
112	3910	121	3789	1	0	0	8	0	0	16	13	2	0	1	1
113	243	47	196	4	4	10	16	4	1	12	12	0	0	0	1
114	83	73	10	5	0	13	1	0	0	1	0	0	1	0	0
115	57	0	57	4	0	2	0	0	0	4	0	4	0	0	1
116	87	73	14	0	0	1	9	0	0	1	0	1	0	0	1
117	342	154	188	29	1	17	8	0	1	0	0	0	0	0	0
118	221	129	92	0	2	3	5	0	1	3	1	2	0	0	1
119	192	1	191	4	0	2	0	0	3	12	10	2	0	0	1
120	541	454	87	3	1	8	15	0	0	7	5	1	1	0	1
121	215	118	97	0	0	0	9	0	1	3	3	0	0	0	1
122	500	211	289	0	0	0	20	0	2	125	125	0	0	0	1
123	54	26	28	92	0	1	4	0	0	1	0	1	0	0	1
124	54	9	45	4	0	0	5	0	0	2	0	2	0	0	1
125	268	224	44	5	6	0	8	1	1	0	0	0	0	0	0
126	593	119	474	13	7	5	19	0	30	24	22	1	1	0	1
127	514	0	514	13	0	0	0	0	1	3	2	0	0	1	1
128	413	159	254	2	0	5	16	0	1	41	41	0	0	0	1
129	133	7	126	0	0	0	3	0	2	10	7	1	2	0	1
130	3974	3824	150	6	5	20	17	0	1	13	12	1	0	0	1
131	785	7	778	2	6	2	19	2	0	2	2	0	0	0	1
132	200	151	49	0	0	18	6	0	0	4	0	3	1	0	1
133	49	19	30	3	6	25	9	14	0	6	0	3	2	1	1
134	324	19	305	7	5	20	15	1	3	78	70	6	1	1	1
135	452	16	436	5	1	2	3	0	2	4	0	1	3	0	1
136	165	160	5	2	0	0	5	0	0	1	1	0	0	0	1
137	131	0	131	0	0	0	0	0	0	6	1	0	2	3	1
138	662	59	603	0	0	1	2	0	8	18	14	4	0	0	1
139	221	111	110	3	0	6	15	0	0	9	6	3	0	0	1
140	72	44	28	21	1	15	13	0	0	1	1	0	0	0	1
141	398	191	207	0	0	1	13	0	3	6	5	1	0	0	1
142	239	114	125	10	0	8	8	0	1	2	0	1	0	1	1
143	200	17	183	7	0	6	0	0	12	7	3	2	0	2	1
144	564	210	354	35	1	18	35	1	1	37	34	3	0	0	1
145	695	13	682	789	1	4	3	0	3	61	61	0	0	0	1
146	601	297	304	1	0	4	18	0	2	34	34	0	0	0	1
147	583	40	543	0	2	6	0	1	1	19	19	0	0	0	1
148	366	179	187	4	0	37	1	0	1	1	1	0	0	0	1
149	250	29	221	3	2	4	5	0	2	4	3	1	0	0	1
150	190	80	110	9	5	4	14	1	7	0	0	0	0	0	0
151	317	108	209	0	2	1	17	1	0	13	8	5	0	0	1
152	411	91	320	4	0	4	8	0	1	4	2	1	1	0	1
153	3162	2035	1127	17	80	34	19	48	13	25	23	2	0	0	1
154	303	28	275	0	2	13	0	1	1	17	15	1	0	1	1
155	91	60	31	0	0	3	9	0	0	2	1	1	0	0	1
156	740	441	299	2	0	2	34	0	6	1	0	1	0	0	1
157	364	225	139	216	4	2	16	3	5	12	12	0	0	0	1
158	272	165	107	1	0	0	11	0	0	5	2	2	1	0	1
159	216	181	35	3	1	0	11	1	1	2	2	0	0	0	1
160	275	81	194	0	0	0	14	0	1	39	33	6	0	0	1
161	553	223	330	70	13	17	12	50	3	13	13	0	0	0	1
162	298	23	275	0	0	0	5	0	1	21	15	5	1	0	1
163	76	53	23	2	0	1	7	0	0	3	1	2	0	0	1
164	324	169	155	5	0	0	19	0	2	2	1	1	0	0	1
165	279	1	278	11	0	2	5	0	3	7	6	1	0	0	1
166	339	218	121	2	2	10	15	0	3	2	1	0	1	0	1
167	33	13	20	2	1	1	4	1	0	1	1	0	0	0	1
168	193	108	85	0	0	0	20	0	5	4	4	0	0	0	1
169	69	0	69	0	0	0	1	0	3	0	0	0	0	0	0
170	1549	479	1070	2	0	0	23	0	18	4	4	0	0	0	1
171	864	640	224	5	0	8	42	0	1	22	19	3	0	0	1
172	51	0	51	2	1	0	3	0	1	0	0	0	0	0	0
173	22	2	20	0	0	0	2	0	0	1	0	1	0	0	1
174	315	143	172	26	1	8	11	0	3	8	7	1	0	0	1
175	274	166	108	0	1	2	18	0	1	2	2	0	0	0	1
176	161	4	157	1	0	0	3	0	2	5	0	2	2	1	1
177	46	0	46	0	0	0	1	0	0	7	6	0	0	1	1
178	1493	1422	71	10	2	8	10	0	0	2	1	1	0	0	1
179	347	160	187	4	1	3	7	0	0	12	12	0	0	0	1
180	89	39	50	1	2	0	10	2	0	1	1	0	0	0	1
181	426	306	120	52	2	5	18	0	1	8	8	0	0	0	1
182	213	191	22	0	0	0	12	0	0	3	3	0	0	0	1
183	286	134	152	9	0	3	11	0	2	8	7	1	0	0	1
184	1018	348	670	0	0	1	26	0	2	6	6	0	0	0	1
185	73	0	73	1	0	0	0	0	5	1	1	0	0	0	1
186	130	74	56	0	0	0	16	0	0	4	4	0	0	0	1
187	109	1	108	33	1	30	2	0	1	0	0	0	0	0	0
188	109	62	47	0	1	5	21	0	1	4	1	3	0	0	1
189	304	130	174	1	0	3	13	0	4	20	19	1	0	0	1
190	123	105	18	1	0	0	20	0	0	2	2	0	0	0	1
191	84	0	84	6	0	0	0	0	0	1	0	1	0	0	1
192	1127	502	625	61	0	81	33	0	3	30	27	2	0	1	1
193	344	241	103	6	5	11	39	1	1	4	4	0	0	0	1
194	31	0	31	15	1	0	0	1	2	0	0	0	0	0	0
195	102	15	87	10	0	0	4	0	1	0	0	0	0	0	0
196	83	0	83	0	0	0	2	0	1	2	1	1	0	0	1
197	231	125	106	29	2	3	12	0	1	14	14	0	0	0	1
198	329	298	31	0	0	1	10	0	0	2	0	2	0	0	1
199	225	153	72	5	0	1	16	0	3	0	0	0	0	0	0
200	235	151	84	1	0	0	16	0	0	10	8	2	0	0	1
201	808	690	118	3	5	13	23	0	1	10	3	4	2	1	1
202	34	0	34	16	1	1	1	1	0	4	1	2	1	0	1
203	711	609	102	0	0	1	24	0	0	7	7	0	0	0	1
204	428	140	288	1	0	0	18	0	6	11	11	0	0	0	1
205	173	2	171	6	0	0	2	0	2	6	6	0	0	0	1
206	154	59	95	0	0	0	18	0	1	0	0	0	0	0	0
207	255	145	110	1	0	0	9	0	1	22	20	2	0	0	1
208	89	0	89	0	0	0	0	0	0	6	1	3	0	2	1
209	254	68	186	19	2	7	28	0	1	6	0	2	4	0	1
210	471	387	84	0	0	1	31	0	4	1	1	0	0	0	1
211	271	145	126	0	3	1	10	0	1	6	6	0	0	0	1
212	55	48	7	10	0	0	4	0	0	1	1	0	0	0	1
213	47	12	35	0	0	0	4	0	1	0	0	0	0	0	0
214	3609	0	3609	0	0	1	0	0	0	2	1	1	0	0	1
215	7470	142	7328	0	2	3	9	0	2	11	7	1	2	1	1
216	8	0	8	5	1	5	1	2	0	1	0	1	0	0	1
217	509	323	186	4	3	14	21	5	1	11	11	0	0	0	1
218	299	1	298	1	2	2	3	0	2	11	6	5	0	0	1
219	2039	1753	286	76	1	288	4	0	0	23	2	15	6	0	1
220	360	143	217	86	0	1	12	0	11	17	17	0	0	0	1
221	458	378	80	0	0	0	14	0	3	10	10	0	0	0	1
222	1176	617	559	126	25	34	44	289	1	30	27	3	0	0	1
223	85	0	85	0	0	0	2	0	8	2	1	0	0	1	1
224	455	271	184	2	2	4	18	0	0	6	3	2	1	0	1
225	184	0	184	3	0	0	1	0	0	3	1	0	1	1	1
226	488	433	55	16	6	6	6	3	2	2	1	1	0	0	1
227	97	86	11	4	0	0	8	0	0	1	1	0	0	0	1
228	341	276	65	0	0	0	29	0	0	12	12	0	0	0	1
229	90	1	89	2	1	1	1	0	1	0	0	0	0	0	0
230	334	207	127	36	0	32	14	0	1	4	3	1	0	0	1
231	41	10	31	4	1	0	4	0	0	4	3	1	0	0	1
232	367	353	14	32	0	0	105	0	1	0	0	0	0	0	0
233	568	236	332	17	0	6	34	0	3	40	39	1	0	0	1
234	302	172	130	1	0	1	3	0	1	15	14	1	0	0	1
235	78	38	40	8	0	0	12	0	0	2	1	1	0	0	1
236	208	89	119	36	12	31	11	1	2	15	13	2	0	0	1
237	129	107	22	3	2	1	8	0	0	3	3	0	0	0	1
238	164	100	64	4	2	3	8	0	0	3	0	2	1	0	1
239	1414	1059	355	6	0	11	75	0	2	14	9	5	0	0	1
240	702	123	579	0	4	0	5	2	4	36	31	5	0	0	1
241	748	372	376	31	11	21	59	7	32	22	18	3	1	0	1
242	199	118	81	6	0	5	8	0	0	7	3	4	0	0	1
243	539	223	316	10	5	45	15	0	6	25	22	2	0	1	1
244	309	0	309	7	0	0	1	0	2	5	4	1	0	0	1
245	946	853	93	14	0	6	75	0	0	8	6	2	0	0	1
246	59	2	57	14	1	0	1	1	1	2	0	0	0	2	0
247	377	26	351	22	0	8	4	0	3	28	24	1	1	2	1
248	214	19	195	10	0	1	1	0	2	3	2	1	0	0	1
249	50	0	50	0	0	1	0	0	4	0	0	0	0	0	0
250	24	8	16	3	4	0	4	3	0	3	1	0	2	0	1
251	228	5	223	16	0	0	2	0	2	45	34	10	1	0	1
252	522	273	249	14	2	2	18	3	0	3	2	1	0	0	1
253	364	129	235	11	0	0	8	0	2	5	4	0	0	1	1
254	441	380	61	0	0	0	19	0	0	4	4	0	0	0	1
255	453	194	259	156	0	23	12	0	0	12	11	0	0	1	1
256	66	40	26	2	0	3	10	0	0	1	0	0	1	0	1
257	43	5	38	0	0	0	8	0	0	6	1	3	0	2	1
258	771	748	23	3	1	2	30	2	0	1	0	1	0	0	1
259	1054	203	851	0	2	1	7	0	13	331	331	0	0	0	1
260	189	119	70	6	0	15	15	0	0	1	1	0	0	0	1
261	467	425	42	8	0	20	23	0	0	4	2	2	0	0	1
262	41	2	39	0	0	1	3	0	0	3	2	0	1	0	1
263	351	96	255	2	2	7	5	1	1	17	15	1	0	1	1
264	360	163	197	16	0	45	9	0	4	30	26	4	0	0	1
265	318	149	169	1	2	1	18	1	1	9	9	0	0	0	1
266	456	156	300	15	2	12	16	1	2	37	37	0	0	0	1
267	248	200	48	1	0	49	1	0	4	2	2	0	0	0	1
268	15	1	14	3	0	0	1	0	0	1	0	0	1	0	1
269	295	112	183	0	0	0	9	0	2	15	14	1	0	0	1
270	197	3	194	26	0	4	3	0	1	5	2	3	0	0	1
271	366	185	181	0	0	1	10	0	2	3	2	1	0	0	1
272	2068	2046	22	3	0	0	45	0	0	1	0	0	0	1	0
273	378	125	253	14	0	2	11	0	2	2	1	0	0	1	1
274	565	538	27	39	0	4	23	0	0	1	1	0	0	0	1
275	874	473	401	219	0	37	43	0	11	10	7	2	1	0	1
276	626	358	268	0	0	15	26	0	1	10	4	3	1	2	1
277	324	273	51	14	10	22	12	0	1	2	2	0	0	0	1
278	267	16	251	7	1	0	3	0	0	5	2	2	0	1	1
279	142	0	142	5	0	0	0	0	1	2	2	0	0	0	1
280	615	137	478	39	0	17	9	0	2	134	133	1	0	0	1
281	273	187	86	0	0	0	15	0	1	2	1	1	0	0	1
282	590	558	32	5	4	18	29	3	0	2	1	0	0	1	1
283	80	35	45	0	0	0	9	0	0	2	0	1	1	0	1
284	294	162	132	3	0	1	12	0	3	11	11	0	0	0	1
285	78	52	26	0	0	2	5	0	0	1	0	0	1	0	1
286	76	8	68	1	0	3	0	0	0	4	2	1	0	1	1
287	320	109	211	16	4	5	16	1	0	6	4	2	0	0	1
288	942	832	110	37	9	17	53	0	1	5	5	0	0	0	1
289	158	75	83	15	1	0	12	0	1	7	5	1	1	0	1
290	153	56	97	0	0	0	7	0	9	7	7	0	0	0	1
291	291	224	67	10	0	2	26	0	2	2	2	0	0	0	1
292	218	0	218	3	0	0	0	0	2	16	11	0	3	2	1
293	424	280	144	12	1	11	26	0	31	13	13	0	0	0	1
294	247	141	106	9	0	0	8	0	0	4	4	0	0	0	1
295	173	129	44	9	2	5	11	0	1	0	0	0	0	0	0
296	180	88	92	0	0	0	19	0	0	6	3	3	0	0	1
297	79	5	74	6	2	1	0	5	0	4	0	3	1	0	1
298	140	80	60	0	0	0	17	0	10	14	14	0	0	0	1
299	143	0	143	0	1	0	0	0	0	6	3	1	1	1	1
300	634	310	324	122	2	15	83	0	3	10	10	0	0	0	1
301	281	233	48	0	0	0	18	0	0	3	2	1	0	0	1
302	254	161	93	2	0	4	26	0	0	3	1	1	1	0	1
303	1153	1132	21	38	2	8	53	0	0	2	2	0	0	0	1
304	510	344	166	0	0	4	18	0	3	9	9	0	0	0	1
305	231	0	231	5	0	4	0	0	1	4	3	1	0	0	1
306	398	316	82	0	0	0	9	0	0	4	4	0	0	0	1
307	238	15	223	18	0	10	2	0	3	8	1	4	2	1	1
308	403	205	198	23	1	10	23	0	2	7	7	0	0	0	1
309	576	62	514	0	1	18	2	0	3	27	27	0	0	0	1
310	542	405	137	1	0	2	17	0	0	4	2	2	0	0	1
311	636	430	206	37	1	241	16	1	0	19	18	0	1	0	1
312	313	34	279	11	0	2	6	0	5	5	4	1	0	0	1
313	166	0	166	0	0	0	0	0	0	6	4	1	0	1	1
314	88	27	61	6	0	3	5	0	5	6	5	1	0	0	1
315	222	0	222	1	0	0	0	0	1	16	6	7	3	0	1
316	1154	81	1073	7	2	6	10	0	26	42	40	0	0	2	1
317	281	96	185	2	3	7	17	5	1	5	2	3	0	0	1
318	206	196	10	0	0	0	14	0	0	1	0	1	0	0	1
319	83	55	28	0	0	0	3	0	0	2	1	0	0	1	1
320	367	60	307	8	4	1	4	5	1	76	70	5	0	1	1
321	530	11	519	0	0	19	4	0	3	14	3	4	2	5	1
322	72	0	72	0	0	0	2	0	2	0	0	0	0	0	0
323	590	347	243	49	2	10	63	0	5	13	10	2	1	0	1
324	170	12	158	24	0	2	3	0	1	2	2	0	0	0	1
325	206	74	132	0	0	0	13	0	1	5	4	1	0	0	1
326	202	183	19	1	6	26	10	9	0	1	0	0	0	1	0
327	263	99	164	0	0	5	9	0	1	4	3	1	0	0	1
328	1308	1005	303	10	38	67	27	16	1	11	8	2	1	0	1
329	145	64	81	0	0	0	6	0	1	10	7	3	0	0	1
330	207	5	202	0	0	0	5	0	2	0	0	0	0	0	0
331	481	283	198	0	0	2	24	0	2	11	10	1	0	0	1
332	234	105	129	4	0	2	22	0	0	6	1	1	4	0	1
333	171	4	167	1	0	0	1	0	1	0	0	0	0	0	0
334	492	294	198	8	0	0	35	0	1	3	2	1	0	0	1
335	346	335	11	0	0	0	16	0	0	1	1	0	0	0	1
336	179	78	101	1	0	0	6	0	3	6	6	0	0	0	1
337	714	402	312	0	0	6	11	0	1	36	35	0	0	1	1
338	109	59	50	3	3	2	15	1	0	6	6	0	0	0	1
339	14	0	14	1	0	1	1	0	1	0	0	0	0	0	0
340	502	0	502	0	0	0	0	0	11	46	42	4	0	0	1
341	215	109	106	0	0	0	15	0	1	6	3	3	0	0	1
342	11	0	11	31	0	0	1	0	1	0	0	0	0	0	0
343	336	5	331	0	0	2	1	0	2	4	2	1	0	1	1
344	93	46	47	4	0	2	5	0	0	5	2	3	0	0	1
345	81	1	80	5	1	0	1	1	1	1	1	0	0	0	1
346	164	139	25	37	1	3	16	0	0	2	2	0	0	0	1
347	98	83	15	2	0	2	7	0	0	1	0	0	0	1	0
348	442	223	219	0	0	0	14	0	5	11	4	6	0	1	1
349	1026	1009	17	0	2	2	22	1	0	1	0	1	0	0	1
350	102	30	72	9	0	5	9	0	1	7	6	1	0	0	1
351	217	132	85	0	1	0	14	0	1	8	5	1	1	1	1
352	282	86	196	8	1	0	15	1	1	22	21	1	0	0	1
353	43	4	39	12	3	8	1	1	0	2	2	0	0	0	1
354	57	0	57	0	0	0	4	0	1	0	0	0	0	0	0
355	2263	1332	931	60	27	58	42	2	16	38	38	0	0	0	1
356	92	69	23	10	6	5	7	55	0	1	0	1	0	0	1
357	389	175	214	2	1	9	13	0	1	8	8	0	0	0	1
358	15	0	15	0	0	1	0	0	0	1	0	1	0	0	1
359	175	6	169	1	0	2	2	0	0	8	6	2	0	0	1
360	135	76	59	38	0	34	12	0	1	6	1	4	1	0	1
361	535	237	298	0	1	0	11	0	4	6	4	0	1	1	1
362	60	45	15	4	1	12	6	0	0	1	0	0	0	1	0
363	676	603	73	1	0	0	43	0	1	0	0	0	0	0	0
364	104	0	104	2	0	0	2	0	1	2	2	0	0	0	1
365	141	74	67	4	1	4	17	1	0	7	6	0	0	1	1
366	276	124	152	2	2	0	11	0	3	8	6	2	0	0	1
367	206	116	90	3	0	2	14	0	2	17	17	0	0	0	1
368	423	221	202	26	0	35	72	0	1	15	15	0	0	0	1
369	131	102	29	0	0	2	13	0	0	3	0	1	2	0	1
370	62	52	10	7	0	6	12	0	0	1	1	0	0	0	1
371	283	0	283	5	0	0	0	0	4	50	45	3	0	2	1
372	221	93	128	37	0	1	11	0	2	1	0	1	0	0	1
373	1087	353	734	2	0	0	11	0	1	3	3	0	0	0	1
374	189	2	187	0	0	2	4	0	0	11	4	5	1	1	1
375	249	202	47	14	0	1	12	0	1	3	2	1	0	0	1
376	46	0	46	1	0	1	0	0	0	4	2	2	0	0	1
377	45	31	14	15	0	2	1	0	0	1	0	1	0	0	1
378	21	0	21	11	2	2	2	0	0	1	1	0	0	0	1
379	250	69	181	2	1	1	7	1	0	30	28	2	0	0	1
380	54	6	48	1	0	0	6	0	1	0	0	0	0	0	0
381	970	441	529	44	2	21	39	1	1	77	77	0	0	0	1
382	918	540	378	23	0	2	86	0	4	29	22	6	0	1	1
383	41	29	12	2	0	2	7	0	0	1	0	0	1	0	1
384	408	107	301	0	0	14	0	0	1	7	3	2	2	0	1
385	448	157	291	0	0	1	13	0	2	0	0	0	0	0	0
386	501	97	404	71	12	58	20	4	3	37	36	1	0	0	1
387	414	257	157	19	8	6	12	24	3	6	4	2	0	0	1
388	174	123	51	0	0	0	10	0	0	5	5	0	0	0	1
389	92	0	92	8	0	1	9	0	1	4	1	2	1	0	1
390	383	141	242	1	2	8	5	0	1	14	5	7	2	0	1
391	284	178	106	1	0	0	18	0	1	3	3	0	0	0	1
392	65	12	53	6	3	1	2	0	0	14	12	0	1	1	1
393	111	14	97	38	1	6	13	0	1	1	1	0	0	0	1
394	126	109	17	1	0	25	7	0	0	1	0	0	0	1	0
395	286	147	139	2	2	13	4	0	1	3	2	0	1	0	1
396	841	706	135	3	1	26	13	1	0	8	3	5	0	0	1
397	73	10	63	3	4	4	0	1	0	2	1	1	0	0	1
398	296	236	60	0	0	4	12	0	2	3	1	1	0	1	1
399	319	2	317	0	2	9	0	0	23	15	14	0	0	1	1
400	687	613	74	1	0	0	33	0	1	2	2	0	0	0	1
401	41	11	30	5	1	3	2	0	0	1	0	1	0	0	1
402	43	0	43	0	0	0	1	0	0	6	1	4	1	0	1
403	3901	178	3723	18	2	2	24	1	1	2	0	2	0	0	1
404	342	305	37	8	0	8	20	0	0	3	3	0	0	0	1
405	69	40	29	10	5	1	2	3	0	3	0	1	0	2	1
406	323	7	316	0	0	1	9	0	1	1	0	1	0	0	1
407	47	1	46	1	0	0	2	0	0	3	1	2	0	0	1
408	514	294	220	1	0	0	21	0	0	31	21	7	3	0	1
409	32	0	32	0	0	0	0	0	0	2	2	0	0	0	1
410	527	186	341	9	0	29	6	0	4	54	50	3	1	0	1
411	238	110	128	1	0	27	8	0	2	29	28	0	0	1	1
412	1339	366	973	2	17	2	17	1	4	1	1	0	0	0	1
413	199	194	5	15	1	1	25	0	0	1	0	1	0	0	1
414	307	102	205	0	0	1	9	0	2	11	9	2	0	0	1
415	93	14	79	13	0	24	0	0	0	6	0	1	3	2	1
416	325	211	114	737	8	21	35	0	0	13	8	4	1	0	1
417	348	111	237	299	2	394	18	0	1	104	104	0	0	0	1
418	24	7	17	4	1	3	4	0	0	1	0	0	0	1	0
419	348	232	116	0	0	0	6	0	2	4	4	0	0	0	1
420	116	79	37	0	0	0	7	0	0	2	1	1	0	0	1
421	111	101	10	0	0	4	10	0	0	1	0	1	0	0	1
422	172	121	51	0	1	3	12	1	1	3	3	0	0	0	1
423	2458	2310	148	58	9	67	65	11	1	16	16	0	0	0	1
424	1217	1127	90	2	0	0	23	0	2	3	3	0	0	0	1
425	23	0	23	1	0	0	0	0	0	2	0	0	1	1	1
426	442	335	107	9	0	38	8	0	2	3	3	0	0	0	1
427	38	0	38	0	0	0	1	0	0	3	2	0	0	1	1
428	1113	838	275	13	3	82	24	0	0	20	13	4	2	1	1
429	252	203	49	107	1	1	18	0	1	0	0	0	0	0	0
430	390	3	387	18	0	7	1	0	1	41	33	3	4	1	1
431	234	45	189	1	1	0	5	0	0	33	33	0	0	0	1
432	221	115	106	0	0	0	8	0	2	2	2	0	0	0	1
433	519	193	326	1	2	0	21	0	4	10	9	1	0	0	1
434	225	111	114	1	1	1	10	1	0	23	20	2	0	1	1
435	31	5	26	1	2	4	1	0	0	1	0	1	0	0	1
436	102	24	78	0	0	2	6	0	1	2	1	0	1	0	0
